report_id,instrument,product,result,product1_id,product2_id,product3_id
Report_1828,Titrator T-905,"Coconut Oil, Beeswax, Vitamin E",5.678,Coconut Oil,Beeswax,Vitamin E
Report_1828,FTIR Spectrometer FTIR-8400,"Coconut Oil, Cetyl Alcohol, V.E.",1234,Coconut Oil,Cetyl Alcohol,V.E.
Report_1828,Liquid Chromatograph LC-400,"Jojoba Oil, Gum, Vitamin E",250.3,Jojoba Oil,Gum,Vitamin E
Report_1829,Spectrometer Alpha-300,"Jojoba Oil, Gum, Glycerin",350,Jojoba Oil,Gum,Glycerin
Report_1829,Gas Chromatograph GC-2010,"Coconut Oil, Cetyl Alcohol, Glycerin",500,Coconut Oil,Cetyl Alcohol,Glycerin
Report_1829,Ion Chromatograph IC-2100,"Almond Oil, Beeswax, Vitamin E",10,Almond Oil,Beeswax,Vitamin E
Report_1829,Rheometer R-4500,"Coconut Oil, Cetyl Alcohol, Glycerin",750,Coconut Oil,Cetyl Alcohol,Glycerin
Report_1857,Four Ball FB-1000,"Coconut Oil, Gum, Vitamin E",0.500 mm,Coconut Oil,Gum,Vitamin E
Report_187,Rheometer R-4500,"Almond Oil, Beeswax, Vitamin E",450 Pa-s,Almond Oil,Beeswax,Vitamin E
Report_1875,Microplate Reader MRX,"Almond Oil, Beeswax, Vitamin E",2.5,Almond Oil,Beeswax,Vitamin E
Report_1875,Liquid Chromatograph LC-400,"Coconut Oil, Beeswax, Glycerin",320,Coconut Oil,Beeswax,Glycerin
Report_1875,HPLC System HPLC-9000,"Jojoba Oil, Beeswax, Glycerin",750,Jojoba Oil,Beeswax,Glycerin
Report_1875,Conductivity Meter CM-215,"Almond Oil, Cetyl Alcohol, Vitamin E",1500,Almond Oil,Cetyl Alcohol,Vitamin E
Report_1875,Viscometer VS-300,"Jojoba Oil, Cetyl Alcohol, Glycerin",2797.92,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_1875,Titrator T-905,"Jojoba Oil, Beeswax, Vitamin E",5.3,Jojoba Oil,Beeswax,Vitamin E
Report_1875,Ion Chromatograph IC-2100,"Coconut Oil, Gum, Vitamin E",60,Coconut Oil,Gum,Vitamin E
Report_1914,Four Ball FB-1000,"Coconut Oil, Beeswax, Glycerin",0.5,Coconut Oil,Beeswax,Glycerin
Report_1914,FTIR Spectrometer FTIR-8400,"Jojoba Oil, Gum, Glycerin",2500,Jojoba Oil,Gum,Glycerin
Report_1914,X-Ray Diffractometer XRD-6000,"Almond Oil, Beeswax, Vitamin E",120,Almond Oil,Beeswax,Vitamin E
Report_192,Mass Spectrometer MS-20,"Jojoba Oil, Cetyl Alcohol, Vitamin E",1235,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_1936,pH Meter PH-700,"Jojoba Oil, Cetyl Alcohol, Glycerin",6.5,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_1936,Four Ball FB-1000,"Coconut Oil, Beeswax, Vitamin E",0.65,Coconut Oil,Beeswax,Vitamin E
Report_1964,Centrifuge X100,"Coconut Oil, Beeswax, Glycerin",8000,Coconut Oil,Beeswax,Glycerin
Report_1970,NMR Spectrometer NMR-500,"Almond Oil, Cetyl Alcohol, Vitamin E",15.3,Almond Oil,Cetyl Alcohol,Vitamin E
Report_1970,Viscometer VS-300,"Almond Oil, Cetyl Alcohol, Vitamin E",7120.18,Almond Oil,Cetyl Alcohol,Vitamin E
Report_1970,Viscometer VS-300,"Almond Oil, Gum, Glycerin",7790.07,Almond Oil,Gum,Glycerin
Report_1987,FTIR Spectrometer FTIR-8400,"Jojoba Oil, Cetyl Alcohol, Glycerin",987,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_1994,Viscometer VS-300,"Jojoba Oil, Beeswax, Glycerin",2779.15,Jojoba Oil,Beeswax,Glycerin
Report_1994,Viscometer VS-300,"Jojoba Oil, Gum, Vitamin E",2011.87,Jojoba Oil,Gum,Vitamin E
Report_2006,Rheometer R-4500,"Almond Oil, Beeswax, Glycerin",75.3,Almond Oil,Beeswax,Glycerin
Report_2006,Centrifuge X100,"Coconut Oil, Beeswax, Vitamin E",12000,Coconut Oil,Beeswax,Vitamin E
Report_2006,Viscometer VS-300,"Coconut Oil, Gum, Vitamin E",5336.99,Coconut Oil,Gum,Vitamin E
Report_2006,Viscometer VS-300,"Almond Oil, Beeswax, Vitamin E",7195.84,Almond Oil,Beeswax,Vitamin E
Report_2006,HPLC System HPLC-9000,"Jojoba Oil, Cetyl Alcohol, Vitamin E",500.23,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_2006,Ion Chromatograph IC-2100,"Jojoba Oil, Beeswax, Vitamin E",0.05,Jojoba Oil,Beeswax,Vitamin E
Report_2006,FTIR Spectrometer FTIR-8400,"Jojoba Oil, Cetyl Alcohol, Vitamin E",1200,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_2006,Mass Spectrometer MS-20,"Almond Oil, Cetyl Alcohol, Glycerin",1500,Almond Oil,Cetyl Alcohol,Glycerin
Report_205,FTIR-8400,"Almond Oil, Cetyl Alcohol, Glycerin",1300,Almond Oil,Cetyl Alcohol,Glycerin
Report_205,PCR Machine PCR-96,"Almond Oil, Beeswax, Vitamin E",28,Almond Oil,Beeswax,Vitamin E
Report_205,Mass Spectrometer MS-20,"Jojoba Oil, Cetyl Alcohol, Glycerin",1200,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_205,Titrator T-905,"Jojoba Oil, Beeswax, Glycerin",0.8,Jojoba Oil,Beeswax,Glycerin
Report_205,FTIR-8400,"Coconut Oil, Beeswax, Glycerin",3500,Coconut Oil,Beeswax,Glycerin
Report_2064,Rheometer R-4500,"Jojoba Oil, Beeswax, Glycerin",500,Jojoba Oil,Beeswax,Glycerin
Report_2064,Viscometer VS-300,"Almond Oil, Beeswax, Vitamin E",7187.33,Almond Oil,Beeswax,Vitamin E
Report_2064,Mass Spectrometer MS-20,"Jojoba Oil, Cetyl Alcohol, Vitamin E",950,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_2064,NMR Spectrometer NMR-500,"Jojoba Oil, Beeswax, Glycerin",15,Jojoba Oil,Beeswax,Glycerin
Report_2064,Gas Chromatograph GC-2010,"Jojoba Oil, Cetyl Alcohol, Vitamin E",750,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_2064,Microplate Reader MRX,"Almond Oil, Gum, Glycerin",3.3,Almond Oil,Gum,Glycerin
Report_2064,Centrifuge X100,"Almond Oil, Beeswax, Glycerin",12500,Almond Oil,Beeswax,Glycerin
Report_2064,Conductivity Meter CM-215,"Almond Oil, Gum, Glycerin",1500,Almond Oil,Gum,Glycerin
Report_2073,Viscometer VS-300,"Jojoba Oil, Beeswax, Vitamin E",3028.33,Jojoba Oil,Beeswax,Vitamin E
Report_2119,Four Ball FB-1000,"Almond Oil, Gum, Vitamin E",0.55,Almond Oil,Gum,Vitamin E
Report_2153,Mass Spectrometer MS-20,"Almond Oil, Cetyl Alcohol, Vitamin E",850,Almond Oil,Cetyl Alcohol,Vitamin E
Report_2183,Rheometer R-4500,"Almond Oil, Beeswax, Vitamin E",200 Pa-s,Almond Oil,Beeswax,Vitamin E
Report_2194,Mass Spectrometer MS-20,"Almond Oil, Cetyl Alcohol, Glycerin",850,Almond Oil,Cetyl Alcohol,Glycerin
Report_2194,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Gum, Vitamin E",2.8,Coconut Oil,Gum,Vitamin E
Report_2194,Thermocycler TC-5000,"Almond Oil, Gum, Glycerin",67,Almond Oil,Gum,Glycerin
Report_2194,NMR Spectrometer NMR-500,"Almond Oil, Gum, Vitamin E",15,Almond Oil,Gum,Vitamin E
Report_2194,FTIR Spectrometer FTIR-8400,"Almond Oil, Beeswax, Glycerin",1800,Almond Oil,Beeswax,Glycerin
Report_2206,Viscometer VS-300,"Jojoba Oil, Gum, Vitamin E",Viscosity,Jojoba Oil,Gum,Vitamin E
Report_2206,Four Ball FB-1000,"Almond Oil, Beeswax, Glycerin",Wear Resistance,Almond Oil,Beeswax,Glycerin
Report_2206,Viscometer VS-300,"Jojoba Oil, Beeswax, Glycerin",Viscosity,Jojoba Oil,Beeswax,Glycerin
Report_2208,UV-Vis Spectrophotometer UV-2600,"Jojoba Oil, Gum, Vitamin E",1.2,Jojoba Oil,Gum,Vitamin E
Report_2208,Conductivity Meter CM-215,"Jojoba Oil, Beeswax, Vitamin E",500,Jojoba Oil,Beeswax,Vitamin E
Report_2208,Rheometer R-4500,"Almond Oil, Gum, Vitamin E",250,Almond Oil,Gum,Vitamin E
Report_2247,Spectrometer Alpha-300,"Almond Oil, Gum, Vitamin E",675,Almond Oil,Gum,Vitamin E
Report_2247,NMR Spectrometer NMR-500,"Jojoba Oil, Gum, Vitamin E",12,Jojoba Oil,Gum,Vitamin E
Report_2247,NMR Spectrometer NMR-500,"Coconut Oil, Beeswax, Vitamin E",18,Coconut Oil,Beeswax,Vitamin E
Report_2247,Mass Spectrometer MS-20,"Coconut Oil, Gum, Glycerin",1502,Coconut Oil,Gum,Glycerin
Report_2247,Viscometer VS-300,"Almond Oil, Gum, Vitamin E",7688.39,Almond Oil,Gum,Vitamin E
Report_2263,Gas Chromatograph GC-2010,"Coconut Oil, Beeswax, Glycerin",400,Coconut Oil,Beeswax,Glycerin
Report_2263,Titrator T-905,"Jojoba Oil, Gum, Vitamin E",0.002,Jojoba Oil,Gum,Vitamin E
Report_2282,UV-Vis Spectrophotometer UV-2600,"Jojoba Oil, Beeswax, Vitamin E",1.2,Jojoba Oil,Beeswax,Vitamin E
Report_2282,Spectrometer Alpha-300,"Almond Oil, Gum, Glycerin",540,Almond Oil,Gum,Glycerin
Report_2282,Viscometer VS-300,"Almond Oil, Gum, Vitamin E",7624.03,Almond Oil,Gum,Vitamin E
Report_2284,Mass Spectrometer MS-20,"Coconut Oil, Cetyl Alcohol, Glycerin",Mass-to-Charge,Coconut Oil,Cetyl Alcohol,Glycerin
Report_2284,Spectrometer Alpha-300,"Jojoba Oil, Cetyl Alcohol, Vitamin E",Wavelength,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_2284,Viscometer VS-300,"Jojoba Oil, Cetyl Alcohol, Glycerin",Viscosity,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_2289,HPLC-9000,"Jojoba Oil, Gum, Vitamin E",350,Jojoba Oil,Gum,Vitamin E
Report_2290,Conductivity Meter CM-215,"Coconut Oil, Cetyl Alcohol, Vitamin E",1543.6,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_2290,Ion Chromatograph IC-2100,"Coconut Oil, Gum, Vitamin E",24.7,Coconut Oil,Gum,Vitamin E
Report_2290,PCR Machine PCR-96,"Jojoba Oil, Cetyl Alcohol, Glycerin",18.3,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_23,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Gum, Vitamin E",2.7 Abs,Coconut Oil,Gum,Vitamin E
Report_23,Four Ball FB-1000,"Almond Oil, Beeswax, Glycerin",0.750 mm,Almond Oil,Beeswax,Glycerin
Report_23,PCR Machine PCR-96,"Jojoba Oil, Cetyl Alcohol, Glycerin",28 Ct,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_2307,Gas Chromatograph GC-2010,"Coconut Oil, Beeswax, Glycerin",450,Coconut Oil,Beeswax,Glycerin
Report_2307,Gas Chromatograph GC-2010,"Coconut Oil, Gum, -",500,Coconut Oil,Gum,-
Report_2307,Liquid Chromatograph LC-400,"Coconut Oil, Beeswax, Vitamin E",120,Coconut Oil,Beeswax,Vitamin E
Report_2307,FTIR Spectrometer FTIR-8400,"Almond Oil, Gum, Vitamin E",2850,Almond Oil,Gum,Vitamin E
Report_2307,NMR Spectrometer NMR-500,"Jojoba Oil, Cetyl Alcohol, Glycerin",15,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_2307,Microplate Reader MRX,"Jojoba Oil, Cetyl Alcohol, Vitamin E",2.3,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_2307,Microplate Reader MRX,"Jojoba Oil, Gum, -",1.8,Jojoba Oil,Gum,-
Report_2307,Centrifuge X100,"Coconut Oil, Cetyl Alcohol, Glycerin",7500,Coconut Oil,Cetyl Alcohol,Glycerin
Report_2331,Titrator T-905,"Almond Oil, Gum, Vitamin E",2.5,Almond Oil,Gum,Vitamin E
Report_2331,Conductivity Meter CM-215,"Almond Oil, Cetyl Alcohol, Vitamin E",1500,Almond Oil,Cetyl Alcohol,Vitamin E
Report_2389,Spectrometer Alpha-300,"Jojoba Oil, Gum, Glycerin",510.5,Jojoba Oil,Gum,Glycerin
Report_2389,Spectrometer Alpha-300,"Coconut Oil, Cetyl Alcohol, Vitamin E",850.2,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_2389,Titrator T-905,"Almond Oil, Beeswax, Glycerin",0.045,Almond Oil,Beeswax,Glycerin
Report_2389,Conductivity Meter CM-215,"Jojoba Oil, Gum, Vitamin E",1250,Jojoba Oil,Gum,Vitamin E
Report_2389,Rheometer R-4500,"Jojoba Oil, Beeswax, Glycerin",320,Jojoba Oil,Beeswax,Glycerin
Report_2400,Four Ball FB-1000,"Jojoba Oil, Beeswax, Glycerin",Scar Diameter,Jojoba Oil,Beeswax,Glycerin
Report_2400,Titrator T-905,"Almond Oil, Gum, Glycerin",Concentration,Almond Oil,Gum,Glycerin
Report_2400,Conductivity Meter CM-215,"Coconut Oil, Gum, blank",Conductivity,Coconut Oil,Gum,blank
Report_2400,Gas Chromatograph GC-2010,"Coconut Oil, Vitamin E, blank",Compound Detection,Coconut Oil,Vitamin E,blank
Report_2400,NMR Spectrometer NMR-500,"Coconut Oil, Cetyl Alcohol, Glycerin",Chemical Shift,Coconut Oil,Cetyl Alcohol,Glycerin
Report_2400,pH Meter PH-700,"Almond Oil, Vitamin E, blank",pH Level,Almond Oil,Vitamin E,blank
Report_2425,UV-2600,"Coconut Oil, Beeswax, Glycerin",2.25 Abs,Coconut Oil,Beeswax,Glycerin
Report_2425,FTIR-8400,"Coconut Oil, Cetyl Alcohol, Vitamin E",3000 1/cm,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_2452,Four Ball FB-1000,"Almond Oil, Gum, Glycerin",0.8,Almond Oil,Gum,Glycerin
Report_2452,Rheometer R-4500,"Coconut Oil, Beeswax, Vitamin E",300,Coconut Oil,Beeswax,Vitamin E
Report_2452,Gas Chromatograph GC-2010,"Jojoba Oil, Beeswax, Vit E",850,Jojoba Oil,Beeswax,Vit E
Report_2468,NMR-500,"Jojoba Oil, Beeswax, Glycerin",15,Jojoba Oil,Beeswax,Glycerin
Report_2468,Alpha-300,"Coconut Oil, Beeswax, Vitamin E",650,Coconut Oil,Beeswax,Vitamin E
Report_2476,Titrator T-905,"Coconut Oil, Gum, Vitamin E",7.655,Coconut Oil,Gum,Vitamin E
Report_2476,Conductivity Meter CM-215,"Jojoba Oil, Cetyl Alcohol, Glycerin",1500,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_2476,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Cetyl Alcohol, Vitamin E",2.450,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_2483,Spectrometer Alpha-300,"Almond Oil, Beeswax, Vitamin E",850,Almond Oil,Beeswax,Vitamin E
Report_2483,X-Ray Diffractometer XRD-6000,"Coconut Oil, Gum, Vitamin E",120,Coconut Oil,Gum,Vitamin E
Report_2483,Mass Spectrometer MS-20,"Coconut Oil, Beeswax, Vitamin E",1500,Coconut Oil,Beeswax,Vitamin E
Report_2483,Centrifuge X100,"Almond Oil, Cetyl Alcohol, Glycerin",8500,Almond Oil,Cetyl Alcohol,Glycerin
Report_2483,Microplate Reader MRX,"Almond Oil, Beeswax, Vitamin E",1.2,Almond Oil,Beeswax,Vitamin E
Report_2483,pH Meter PH-700,"Coconut Oil, Gum, Vitamin E",5,Coconut Oil,Gum,Vitamin E
Report_2483,FTIR Spectrometer FTIR-8400,"Coconut Oil, Beeswax, Vitamin E",3500,Coconut Oil,Beeswax,Vitamin E
Report_2488,Mass Spectrometer MS-20,"Jojoba Oil, Beeswax, Vitamin E",m/z,Jojoba Oil,Beeswax,Vitamin E
Report_2488,Titrator T-905,"Jojoba Oil, Beeswax, Vitamin E",Concentration,Jojoba Oil,Beeswax,Vitamin E
Report_2488,Viscometer VS-300,"Almond Oil, Gum, Vitamin E",Viscosity,Almond Oil,Gum,Vitamin E
Report_2494,Rheometer R-4500,"Coconut Oil, Cetyl Alcohol, Glycerin",350,Coconut Oil,Cetyl Alcohol,Glycerin
Report_2494,Gas Chromatograph GC-2010,"Coconut Oil, Cetyl Alcohol, Vitamin E",500,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_2494,Mass Spectrometer MS-20,"Almond Oil, Beeswax, Vitamin E",1200,Almond Oil,Beeswax,Vitamin E
Report_2496,TC-5000,"Almond Oil, Cetyl Alcohol, Vitamin E",37,Almond Oil,Cetyl Alcohol,Vitamin E
Report_2496,PCR-96,"Coconut Oil, Beeswax, Glycerin",25.4,Coconut Oil,Beeswax,Glycerin
Report_2496,UV-2600,"Coconut Oil, Cetyl Alcohol, Glycerin",2.75,Coconut Oil,Cetyl Alcohol,Glycerin
Report_254,Ion Chromatograph IC-2100,"Almond Oil, Beeswax, Glycerin",25 mM,Almond Oil,Beeswax,Glycerin
Report_255,Microplate Reader MRX,"Almond Oil, Cetyl Alcohol, Glycerin",3.2,Almond Oil,Cetyl Alcohol,Glycerin
Report_255,HPLC System HPLC-9000,"Almond Oil, Beeswax, Vitamin E",450.5,Almond Oil,Beeswax,Vitamin E
Report_255,pH Meter PH-700,"Coconut Oil, Gum, Glycerin",6.8,Coconut Oil,Gum,Glycerin
Report_255,Viscometer VS-300,"Almond Oil, Beeswax, Vitamin E",7070.48,Almond Oil,Beeswax,Vitamin E
Report_255,Viscometer VS-300,"Almond Oil, Cetyl Alcohol, Vitamin E",7236.41,Almond Oil,Cetyl Alcohol,Vitamin E
Report_3,Liquid Chromatograph LC-400,"Almond Oil, Cetyl Alcohol, Vitamin E",250.35,Almond Oil,Cetyl Alcohol,Vitamin E
Report_3,FTIR Spectrometer FTIR-8400,"Jojoba Oil, Beeswax, Vitamin E",1050.5,Jojoba Oil,Beeswax,Vitamin E
Report_3,Spectrometer Alpha-300,"Almond Oil, Beeswax, Glycerin",350.2,Almond Oil,Beeswax,Glycerin
Report_3,Ion Chromatograph IC-2100,"Jojoba Oil, Beeswax, Glycerin",25.8,Jojoba Oil,Beeswax,Glycerin
Report_3,Four Ball FB-1000,"Almond Oil, Beeswax, Glycerin",0.45,Almond Oil,Beeswax,Glycerin
Report_3,Viscometer VS-300,"Jojoba Oil, Cetyl Alcohol, Glycerin",2744.95,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_301,LC-400,"Jojoba Oil, Cetyl Alcohol, Glycerin",250 ug/mL,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_304,FTIR Spectrometer FTIR-8400,"Coconut, Cetyl Alcohol, Vit E",2800,Coconut,Cetyl Alcohol,Vit E
Report_304,Ion Chromatograph IC-2100,"Jojoba, Beeswax, Glycerin",75,Jojoba,Beeswax,Glycerin
Report_333,Conductivity Meter CM-215,"Almond Oil, Cetyl Alcohol, Glycerin",980,Almond Oil,Cetyl Alcohol,Glycerin
Report_333,Four Ball FB-1000,"Almond Oil, Cetyl Alcohol, Glycerin",0.500,Almond Oil,Cetyl Alcohol,Glycerin
Report_333,Thermocycler TC-5000,"Almond Oil, Gum, Glycerin",52,Almond Oil,Gum,Glycerin
Report_333,Viscometer VS-300,"Jojoba Oil, Gum, Glycerin",1822.54,Jojoba Oil,Gum,Glycerin
Report_333,Viscometer VS-300,"Coconut Oil, Gum, Vitamin E",5117.26,Coconut Oil,Gum,Vitamin E
Report_351,Conductivity Meter CM-215,"Jojoba Oil, Cetyl Alcohol, Vitamin E",820,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_351,Gas Chromatograph GC-2010,"Jojoba Oil, Gum, Vitamin E",765,Jojoba Oil,Gum,Vitamin E
Report_351,PCR Machine PCR-96,"Almond Oil, Cetyl Alcohol, Vitamin E",30,Almond Oil,Cetyl Alcohol,Vitamin E
Report_351,Viscometer VS-300,"Jojoba Oil, Gum, Vitamin E",1864.54,Jojoba Oil,Gum,Vitamin E
Report_351,Viscometer VS-300,"Coconut Oil, Gum, Vitamin E",5181.57,Coconut Oil,Gum,Vitamin E
Report_354,Titrator T-905,"Almond Oil, Gum, Vitamin E",3.212,Almond Oil,Gum,Vitamin E
Report_354,pH Meter PH-700,"Almond Oil, Beeswax, Glycerin",5.6,Almond Oil,Beeswax,Glycerin
Report_354,Microplate Reader MRX,"Almond Oil, Beeswax, Vitamin E",1.9,Almond Oil,Beeswax,Vitamin E
Report_354,HPLC System HPLC-9000,"Jojoba Oil, Beeswax, Vitamin E",345.67,Jojoba Oil,Beeswax,Vitamin E
Report_354,PCR Machine PCR-96,"Jojoba Oil, Gum, Glycerin",15.2,Jojoba Oil,Gum,Glycerin
Report_354,Viscometer VS-300,"Jojoba Oil, Beeswax, Glycerin",2945.91,Jojoba Oil,Beeswax,Glycerin
Report_354,Viscometer VS-300,"Coconut Oil, Cetyl Alcohol, Vitamin E",4911.39,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_378,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Beeswax, Vitamin E",1.8,Coconut Oil,Beeswax,Vitamin E
Report_378,Rheometer R-4500,"Almond Oil, Gum, Vitamin E",450,Almond Oil,Gum,Vitamin E
Report_378,Microplate Reader MRX,"Coconut Oil, Beeswax, Vitamin E",2.1,Coconut Oil,Beeswax,Vitamin E
Report_378,PCR Machine PCR-96,"Almond Oil, Gum, Vitamin E",25,Almond Oil,Gum,Vitamin E
Report_38,HPLC System HPLC-9000,"Coconut Oil, Cetyl Alcohol, Glycerin",12.4,Coconut Oil,Cetyl Alcohol,Glycerin
Report_38,Liquid Chromatograph LC-400,"Coconut Oil, Cetyl Alcohol, Vitamin E",73.5,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_38,Spectrometer Alpha-300,"Coconut Oil, Gum, Glycerin",210.6,Coconut Oil,Gum,Glycerin
Report_38,pH Meter PH-700,"Jojoba Oil, Beeswax, Vitamin E",5.8,Jojoba Oil,Beeswax,Vitamin E
Report_38,Rheometer R-4500,"Coconut Oil, Cetyl Alcohol, Glycerin",320.2,Coconut Oil,Cetyl Alcohol,Glycerin
Report_38,Conductivity Meter CM-215,"Coconut Oil, Gum, Glycerin",1450,Coconut Oil,Gum,Glycerin
Report_380,Thermocycler TC-5000,"Coconut Oil, Gum, Vitamin E",65,Coconut Oil,Gum,Vitamin E
Report_380,pH Meter PH-700,"Jojoba Oil, Cetyl Alcohol, Vitamin E",7.2,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_380,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Gum, Glycerin",2.8,Coconut Oil,Gum,Glycerin
Report_380,FTIR,"Coconut Oil, Gum, Vitamin E",1800,Coconut Oil,Gum,Vitamin E
Report_380,X-Ray Diffractometer XRD-6000,"Jojoba Oil, Cetyl Alcohol, Vitamin E",95,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_4,GC-2010,"Almond Oil, Beeswax, Vitamin E",982.5,Almond Oil,Beeswax,Vitamin E
Report_4,R-4500,"Almond Oil, Gum, Vitamin E",550.3,Almond Oil,Gum,Vitamin E
Report_4,VS-300,"Jojoba Oil, Gum, Glycerin",1897.86,Jojoba Oil,Gum,Glycerin
Report_4,VS-300,"Coconut Oil, Cetyl Alcohol, Glycerin",5074.57,Coconut Oil,Cetyl Alcohol,Glycerin
Report_4,FB-1000,"""Almond Oil, Cetyl Alcohol, Vitamin E""",0.678,"""Almond Oil",Cetyl Alcohol,"Vitamin E"""
Report_413,Spectrometer Alpha-300,"Almond Oil, Cetyl Alcohol, Glycerin",450.5,Almond Oil,Cetyl Alcohol,Glycerin
Report_413,NMR Spectrometer NMR-500,"Almond Oil, Beeswax, Glycerin",5.8,Almond Oil,Beeswax,Glycerin
Report_422,UV-Vis Spectrophotometer UV-2600,"Jojoba Oil, Gum, Vitamin E",1.2,Jojoba Oil,Gum,Vitamin E
Report_427,pH Meter PH-700,"Almond Oil, Cetyl Alcohol, Vitamin E",7.2,Almond Oil,Cetyl Alcohol,Vitamin E
Report_427,Rheometer R-4500,"Coconut Oil, Cetyl Alcohol, Glycerin",250,Coconut Oil,Cetyl Alcohol,Glycerin
Report_427,PCR Machine PCR-96,"Almond Oil, Beeswax, Glycerin",28,Almond Oil,Beeswax,Glycerin
Report_427,Mass Spectrometer MS-20,"Almond Oil, Beeswax, Vitamin E",1500,Almond Oil,Beeswax,Vitamin E
Report_427,Spectrometer Alpha-300,"Jojoba Oil, Cetyl Alcohol, Glycerin",450,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_427,Viscometer VS-300,"Jojoba Oil, Beeswax, Vitamin E",3138.2,Jojoba Oil,Beeswax,Vitamin E
Report_427,Viscometer VS-300,"Almond Oil, Beeswax, Glycerin",7378.83,Almond Oil,Beeswax,Glycerin
Report_457,Centrifuge X100,"Jojoba Oil, Cetyl Alcohol, Glycerin",8000,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_457,Four Ball FB-1000,"Almond Oil, Cetyl Alcohol, Vitamin E",0.75,Almond Oil,Cetyl Alcohol,Vitamin E
Report_458,PCR Machine PCR-96,"Almond Oil, Gum, Vitamin E",15.2,Almond Oil,Gum,Vitamin E
Report_458,FTIR Spectrometer FTIR-8400,"Coconut Oil, Cetyl Alcohol, Vitamin E",1450,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_507,Centrifuge X100,"Coconut Oil, Cetyl Alcohol, Glycerin",12000,Coconut Oil,Cetyl Alcohol,Glycerin
Report_507,Mass Spectrometer MS-20,"Almond Oil, Gum, Glycerin",150,Almond Oil,Gum,Glycerin
Report_507,Mass Spectrometer MS-20,"Coconut Oil, Gum, Glycerin",350,Coconut Oil,Gum,Glycerin
Report_507,Rheometer R-4500,"Almond Oil, Cetyl Alcohol, Vitamin E",500,Almond Oil,Cetyl Alcohol,Vitamin E
Report_507,HPLC System HPLC-9000,"Coconut Oil, Cetyl Alcohol, Glycerin",0.8,Coconut Oil,Cetyl Alcohol,Glycerin
Report_507,NMR Spectrometer NMR-500,"Almond Oil, Gum, Glycerin",5,Almond Oil,Gum,Glycerin
Report_507,NMR Spectrometer NMR-500,"Coconut Oil, Gum, Glycerin",8,Coconut Oil,Gum,Glycerin
Report_507,Four Ball FB-1000,"Almond Oil, Cetyl Alcohol, Vitamin E",0.75,Almond Oil,Cetyl Alcohol,Vitamin E
Report_507,Viscometer VS-300,"Jojoba Oil, Cetyl Alcohol, Glycerin",2705.57,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_508,Gas Chromatograph GC-2010,"Almond Oil, Cetyl Alcohol, Glycerin",25.6,Almond Oil,Cetyl Alcohol,Glycerin
Report_508,Gas Chromatograph GC-2010,"Jojoba Oil, Gum, Glycerin",300.8,Jojoba Oil,Gum,Glycerin
Report_508,Four Ball FB-1000,"Jojoba Oil, Beeswax, Vitamin E",0.75,Jojoba Oil,Beeswax,Vitamin E
Report_508,HPLC System HPLC-9000,"Coconut Oil, Gum, Glycerin",850.3,Coconut Oil,Gum,Glycerin
Report_533,Ion Chromatograph IC-2100,"Almond Oil, Cetyl Alcohol, Glycerin",50,Almond Oil,Cetyl Alcohol,Glycerin
Report_533,pH Meter PH-700,"Coconut Oil, Gum, Glycerin",7.5,Coconut Oil,Gum,Glycerin
Report_533,Conductivity Meter CM-215,"Jojoba Oil, Beeswax, Vitamin E",1200,Jojoba Oil,Beeswax,Vitamin E
